image_name,provenance_file,provenance_sha256,provenance_size_bytes
55_3.jpg,55_3.provenance.json,0bdc245f0db837069704bee659465e81282bad9cf9137eb1ec0caf5cf63df2b4,276
55_4.jpg,55_4.provenance.json,ec72e3192d678fe3164beee053cdcacd62a73a080a329d9397d65e644e862e35,276
56_0.jpg,56_0.provenance.json,d694d5219f453c40a34b799e84306f92e3db1be9f72f5a74fe16621df253f889,276
56_1.jpg,56_1.provenance.json,a462ed4d9040f023f5314a80b71e1d9aa15b8ac4431169113d5338d095ab134f,276
56_2.jpg,56_2.provenance.json,697a2ad34fbef0386a1ac1c51446cf654a81b3a72e6a0c4250384f9ca751d25d,276
56_3.jpg,56_3.provenance.json,615c5c36836b62a2640b8d9b88cf00aba36b9e0c93b8c7158b72709184ef6708,276
57_0.jpg,57_0.provenance.json,d4cc657ad1a172108a0ffbfc695e21574290d73971606c5fe33bc1b789bc9b3b,276
57_1.jpg,57_1.provenance.json,bff4d186d3293a9a50a20309e7b474389a8af62c21b20fba9a719c3cc5617650,276
57_2.jpg,57_2.provenance.json,06b2b2d28201f02ac6633cd22c9fd4df6baf0402f6eaafbf82468a290941227a,276
58_0.jpg,58_0.provenance.json,52d57fe484bb78a8b0e4e6e80f4246169f9078ddd8f5bb014661ab46b958c5c9,276
58_1.jpg,58_1.provenance.json,0b6db7b8a2da2bb8eef6f27a1cf12cbb1a58e007f2ed0ea5190887139685b33c,276
58_2.jpg,58_2.provenance.json,bd424eb9f719a0912eb9e9083ffe343e070c7683d04f76e21172c88d0a675181,276
59_0.jpg,59_0.provenance.json,f75acb2cfceb20589134eeda4550d9367500fe80f514f8dca183166d36d83f52,276
59_1.jpg,59_1.provenance.json,c5a3a5982f22dfa3038d605000e3c35439054ae7ae491dd982df763ffbaf91c1,276
60_0.jpg,60_0.provenance.json,7fa6e61f8fbd863581290d2c53f7ddbba76ba7586bd3de6649e13e31c3ba9f8b,276
61_0.jpg,61_0.provenance.json,b99dc1cbeb649254686942685accba397794a9904a6eac7b4d4d77812c6cc3e1,276
